kp_id,kp_url,kp_full_name,name,vote_date,vote
762738,https://www.kinopoisk.ru/film/762738/,Джон Уик (2014),John Wick,26.10.2017,4
948999,https://www.kinopoisk.ru/film/948999/,Жених (2016), ,19.10.2017,4
923510,https://www.kinopoisk.ru/film/923510/,Сахар (2014),That Sugar Film,10.09.2017,10
64187,https://www.kinopoisk.ru/film/64187/,Пила: Игра на выживание (2004),Saw,12.08.2017,9
63912,https://www.kinopoisk.ru/film/63912/,Укрощение строптивого (1980),Il bisbetico domato,11.08.2017,10
8932,https://www.kinopoisk.ru/film/8932/,Гарфилд (2004),Garfield,09.08.2017,7
462553,https://www.kinopoisk.ru/film/462553/,Железная хватка (2010),True Grit,09.08.2017,5
104924,https://www.kinopoisk.ru/film/104924/,Идеальный незнакомец (2007),Perfect Stranger,09.08.2017,9
696977,https://www.kinopoisk.ru/film/696977/,Теорема Зеро (2013),The Zero Theorem,06.08.2017,5
927771,https://www.kinopoisk.ru/film/927771/,Одноклассницы (2016), ,05.08.2017,1
601564,https://www.kinopoisk.ru/film/601564/,Легенда №17 (2012), ,05.08.2017,3
678997,https://www.kinopoisk.ru/film/678997/,Инфекция (2013),Contracted,02.08.2017,4
462662,https://www.kinopoisk.ru/film/462662/,Охотник за головами (2010),The Bounty Hunter,02.08.2017,4
4840,https://www.kinopoisk.ru/film/4840/,Госпожа горничная (2002),Maid in Manhattan,02.08.2017,5
78750,https://www.kinopoisk.ru/film/78750/,Беги без оглядки (2005),Running Scared,02.08.2017,8
371,https://www.kinopoisk.ru/film/371/,Спасти рядового Райана (1998),Saving Private Ryan,29.07.2017,10
280938,https://www.kinopoisk.ru/film/280938/,Адмиралъ (2008), ,22.07.2017,5
409295,https://www.kinopoisk.ru/film/409295/,Исходный код (2011),Source Code,21.07.2017,8
760829,https://www.kinopoisk.ru/film/760829/,Связь (2012),Coherence,09.07.2017,10
524631,https://www.kinopoisk.ru/film/524631/,Экспат (2011),Erased,01.07.2017,3
966995,https://www.kinopoisk.ru/film/966995/,Живое (2017),Life,11.06.2017,9
102383,https://www.kinopoisk.ru/film/102383/,Чудо-женщина (2017),Wonder Woman,10.06.2017,7
695548,https://www.kinopoisk.ru/film/695548/,Чужой: Завет (2017),Alien: Covenant,30.05.2017,9
780470,https://www.kinopoisk.ru/film/780470/,Инферно (2016),Inferno,28.05.2017,6
271513,https://www.kinopoisk.ru/film/271513/,Дикари (2006), ,06.05.2017,5
485261,https://www.kinopoisk.ru/film/485261/,Убойные каникулы (2010),Tucker and Dale vs Evil,04.05.2017,7
690615,https://www.kinopoisk.ru/film/690615/,Кредо убийцы (2016),Assassin's Creed,22.04.2017,2
742026,https://www.kinopoisk.ru/film/742026/,Битва за Севастополь (2015), ,12.04.2017,8
462754,https://www.kinopoisk.ru/film/462754/,Росомаха: Бессмертный (2013),The Wolverine,25.03.2017,6
807682,https://www.kinopoisk.ru/film/807682/,Логан (2017),Logan,09.03.2017,10
946883,https://www.kinopoisk.ru/film/946883/,"Гуляй, Вася! (2016)", ,26.02.2017,5
718811,https://www.kinopoisk.ru/film/718811/,Прибытие (2016),Arrival,23.02.2017,7
909898,https://www.kinopoisk.ru/film/909898/,Под покровом ночи (2016),Nocturnal Animals,23.02.2017,10
841081,https://www.kinopoisk.ru/film/841081/,Ла-Ла Ленд (2016),La La Land,29.01.2017,9
502838,https://www.kinopoisk.ru/series/502838/,"Шерлок (сериал, 2010 – 2017)",Sherlock,16.01.2017,8
602749,https://www.kinopoisk.ru/film/602749/,Парни со стволами (2016),War Dogs,07.01.2017,7
778218,https://www.kinopoisk.ru/film/778218/,Хардкор (2016), ,05.01.2017,9
470689,https://www.kinopoisk.ru/film/470689/,Пассажиры (2016),Passengers,04.01.2017,6
819101,https://www.kinopoisk.ru/film/819101/,Омерзительная восьмерка (2015),The Hateful Eight,03.01.2017,9
786958,https://www.kinopoisk.ru/film/786958/,Иллюзия обмана 2 (2016),Now You See Me 2,24.12.2016,6
814016,https://www.kinopoisk.ru/film/814016/,Люди Икс: Апокалипсис (2016),X-Men: Apocalypse,10.12.2016,10
468522,https://www.kinopoisk.ru/film/468522/,Отряд самоубийц (2016),Suicide Squad,03.12.2016,5
817245,https://www.kinopoisk.ru/film/817245/,Джек Ричер 2: Никогда не возвращайся (2016),Jack Reacher: Never Go Back,13.11.2016,4
840234,https://www.kinopoisk.ru/film/840234/,Дуэлянт (2016), ,04.10.2016,8
557804,https://www.kinopoisk.ru/film/557804/,Полный расколбас (2016),Sausage Party,16.09.2016,9
782792,https://www.kinopoisk.ru/film/782792/,Шпион (2015),Spy,11.09.2016,6
93377,https://www.kinopoisk.ru/film/93377/,Типа крутые легавые (2007),Hot Fuzz,05.07.2016,6
723988,https://www.kinopoisk.ru/film/723988/,Алиса в Зазеркалье (2016),Alice Through the Looking Glass,28.06.2016,5
843463,https://www.kinopoisk.ru/film/843463/,"Кловерфилд, 10 (2016)",10 Cloverfield Lane,19.06.2016,6
522,https://www.kinopoisk.ru/film/522/,"Карты, деньги, два ствола (1998)","Lock, Stock and Two Smoking Barrels",19.06.2016,10
436225,https://www.kinopoisk.ru/film/436225/,Терминатор: Генезис (2015),Terminator Genisys,04.06.2016,8
277328,https://www.kinopoisk.ru/film/277328/,Варкрафт (2016),Warcraft,26.05.2016,9
673910,https://www.kinopoisk.ru/film/673910/,Враг (2013),Enemy,03.05.2016,10
770631,https://www.kinopoisk.ru/film/770631/,Бэтмен против Супермена: На заре справедливости (2016),Batman v Superman: Dawn of Justice,07.04.2016,10
840754,https://www.kinopoisk.ru/film/840754/,А зори здесь тихие... (2015), ,01.04.2016,8
453406,https://www.kinopoisk.ru/film/453406/,Безумный Макс: Дорога ярости (2015),Mad Max: Fury Road,26.03.2016,8
775276,https://www.kinopoisk.ru/film/775276/,Зверополис (2016),Zootopia,17.03.2016,9
817506,https://www.kinopoisk.ru/series/817506/,"Флэш (сериал, 2014 – 2023)",The Flash,03.03.2016,5
596985,https://www.kinopoisk.ru/film/596985/,Виктор Франкенштейн (2015),Victor Frankenstein,23.02.2016,6
784455,https://www.kinopoisk.ru/film/784455/,Краденое свидание (2015),Man Up,16.02.2016,10
462360,https://www.kinopoisk.ru/film/462360/,Дэдпул (2016),Deadpool,14.02.2016,10
195496,https://www.kinopoisk.ru/film/195496/,Человек-муравей (2015),Ant-Man,20.01.2016,8
471642,https://www.kinopoisk.ru/film/471642/,Фантастическая четверка (2015),Fantastic Four,10.01.2016,3
841700,https://www.kinopoisk.ru/film/841700/,Марсианин (2015),The Martian,07.01.2016,10
518042,https://www.kinopoisk.ru/film/518042/,Агенты А.Н.К.Л. (2015),The Man from U.N.C.L.E.,01.01.2016,7
655435,https://www.kinopoisk.ru/film/655435/,Вне/себя (2015),Self/less,19.12.2015,4
760815,https://www.kinopoisk.ru/film/760815/,Стрингер (2013),Nightcrawler,11.12.2015,8
779602,https://www.kinopoisk.ru/film/779602/,Кто я (2014),Who Am I - Kein System ist sicher,28.11.2015,10
678552,https://www.kinopoisk.ru/film/678552/,007: СПЕКТР (2015),Spectre,13.11.2015,7
575613,https://www.kinopoisk.ru/film/575613/,Бегущий в лабиринте (2014),The Maze Runner,05.11.2015,9
195563,https://www.kinopoisk.ru/film/195563/,1408 (2007),1408,01.11.2015,5
5492,https://www.kinopoisk.ru/film/5492/,Вечное сияние чистого разума (2004),Eternal Sunshine of the Spotless Mind,20.10.2015,10
762833,https://www.kinopoisk.ru/film/762833/,Игра на выживание (2014),Beyond the Reach,17.09.2015,8
749540,https://www.kinopoisk.ru/film/749540/,Kingsman: Секретная служба (2015),Kingsman: The Secret Service,30.08.2015,9
893218,https://www.kinopoisk.ru/film/893218/,Крым. Путь на Родину (2015), ,24.08.2015,8
762373,https://www.kinopoisk.ru/series/762373/,"Орёл и решка (сериал, 2011)", ,21.08.2015,8
505966,https://www.kinopoisk.ru/film/505966/,Восхождение Юпитер (2015),Jupiter Ascending,17.08.2015,2
252063,https://www.kinopoisk.ru/film/252063/,Питер FM (2006), ,24.07.2015,6
450213,https://www.kinopoisk.ru/film/450213/,Невидимая сторона (2009),The Blind Side,22.07.2015,9
566387,https://www.kinopoisk.ru/film/566387/,21 и больше (2013),21 & Over,16.07.2015,2
677880,https://www.kinopoisk.ru/film/677880/,Va-банк (2013),Runner Runner,11.07.2015,5
680824,https://www.kinopoisk.ru/film/680824/,Фокус (2014),Focus,04.07.2015,9
46789,https://www.kinopoisk.ru/film/46789/,12 стульев (1971), ,10.06.2015,10
824954,https://www.kinopoisk.ru/film/824954/,Кунг Фьюри (2015),Kung Fury,07.06.2015,8
461206,https://www.kinopoisk.ru/film/461206/,Черепашки-ниндзя (2014),Teenage Mutant Ninja Turtles,31.05.2015,8
338,https://www.kinopoisk.ru/film/338/,Звёздные войны: Эпизод 5 – Империя наносит ответный удар (1980),Star Wars: Episode V - The Empire Strikes Back,07.05.2015,7
333,https://www.kinopoisk.ru/film/333/,Звёздные войны: Эпизод 4 – Новая надежда (1977),Star Wars,05.05.2015,8
743392,https://www.kinopoisk.ru/film/743392/,Молода и прекрасна (2013),Jeune & jolie,27.04.2015,8
635772,https://www.kinopoisk.ru/film/635772/,Игра в имитацию (2014),The Imitation Game,23.02.2015,7
689066,https://www.kinopoisk.ru/film/689066/,Стражи Галактики (2014),Guardians of the Galaxy,04.02.2015,8
70952,https://www.kinopoisk.ru/film/70952/,72 метра (2004), ,04.02.2015,8
722827,https://www.kinopoisk.ru/film/722827/,Бёрдмэн (2014),Birdman or (The Unexpected Virtue of Ignorance),03.02.2015,9
597687,https://www.kinopoisk.ru/film/597687/,Люди Икс: Дни минувшего будущего (2014),X-Men: Days of Future Past,12.01.2015,8
692861,https://www.kinopoisk.ru/film/692861/,Исчезнувшая (2014),Gone Girl,10.01.2015,6
596001,https://www.kinopoisk.ru/film/596001/,Ной (2014),Noah,08.01.2015,4
423210,https://www.kinopoisk.ru/film/423210/,Три идиота (2009),3 Idiots,07.01.2015,8
502733,https://www.kinopoisk.ru/film/502733/,О чём ещё говорят мужчины (2011), ,05.01.2015,3
259931,https://www.kinopoisk.ru/film/259931/,Курск: Субмарина в мутной воде (2004),Koursk: Un sous-marin en eaux troubles,05.01.2015,8
749507,https://www.kinopoisk.ru/film/749507/,Пирамида (2014),The Pyramid,13.12.2014,6
463686,https://www.kinopoisk.ru/film/463686/,План побега (2013),Escape Plan,09.11.2014,5
260991,https://www.kinopoisk.ru/film/260991/,Годзилла (2014),Godzilla,02.11.2014,4
672899,https://www.kinopoisk.ru/film/672899/,Мачо и ботан 2 (2014),22 Jump Street,25.10.2014,8
606646,https://www.kinopoisk.ru/film/606646/,12 лет рабства (2013),12 Years a Slave,04.10.2014,8
595938,https://www.kinopoisk.ru/film/595938/,Тор 2: Царство тьмы (2013),Thor: The Dark World,28.09.2014,3
780451,https://www.kinopoisk.ru/film/780451/,Несносный дед (2013),Bad Grandpa,07.09.2014,9
602409,https://www.kinopoisk.ru/film/602409/,Новый Человек-паук: Высокое напряжение (2014),The Amazing Spider-Man 2,03.09.2014,7
592203,https://www.kinopoisk.ru/film/592203/,Экипаж (2012),Flight,26.08.2014,8
104901,https://www.kinopoisk.ru/film/104901/,Хитмэн (2007),Hitman,24.08.2014,2
77454,https://www.kinopoisk.ru/film/77454/,Правила съема: Метод Хитча (2005),Hitch,21.08.2014,7
195524,https://www.kinopoisk.ru/film/195524/,Я – легенда (2007),I Am Legend,20.08.2014,9
258885,https://www.kinopoisk.ru/film/258885/,Пока не сыграл в ящик (2007),The Bucket List,19.08.2014,6
760376,https://www.kinopoisk.ru/film/760376/,Хотел бы я быть здесь (2014),Wish I Was Here,15.08.2014,5
681849,https://www.kinopoisk.ru/film/681849/,Лучшее предложение (2012),La migliore offerta,13.08.2014,10
464130,https://www.kinopoisk.ru/film/464130/,Мне бы в небо (2009),Up in the Air,11.08.2014,7
450760,https://www.kinopoisk.ru/film/450760/,Знаки (2008),Signs,02.08.2014,9
679554,https://www.kinopoisk.ru/film/679554/,Всё и сразу (2013), ,02.08.2014,9
795847,https://www.kinopoisk.ru/film/795847/,Кухня в Париже (2014), ,01.08.2014,6
417840,https://www.kinopoisk.ru/film/417840/,Каникулы строгого режима (2009), ,29.07.2014,8
335,https://www.kinopoisk.ru/film/335/,Помни (2000),Memento,11.07.2014,10
635177,https://www.kinopoisk.ru/film/635177/,Афера по-американски (2013),American Hustle,05.07.2014,5
683999,https://www.kinopoisk.ru/film/683999/,Отель «Гранд Будапешт» (2014),The Grand Budapest Hotel,04.07.2014,9
505851,https://www.kinopoisk.ru/film/505851/,Грань будущего (2014),Edge of Tomorrow,19.06.2014,6
666731,https://www.kinopoisk.ru/film/666731/,Страсти Дон Жуана (2013),Don Jon,17.06.2014,6
470185,https://www.kinopoisk.ru/film/470185/,Обливион (2013),Oblivion,13.06.2014,10
468571,https://www.kinopoisk.ru/film/468571/,Starперцы (2013),Last Vegas,09.06.2014,4
461934,https://www.kinopoisk.ru/film/461934/,"Я, Франкенштейн (2013)","I, Frankenstein",01.06.2014,7
468102,https://www.kinopoisk.ru/film/468102/,О чём говорят мужчины (2010), ,10.05.2014,7
546915,https://www.kinopoisk.ru/film/546915/,Тихоокеанский рубеж (2013),Pacific Rim,03.04.2014,3
591789,https://www.kinopoisk.ru/film/591789/,Философы: Урок выживания (2013),After the Dark,01.04.2014,3
806273,https://www.kinopoisk.ru/film/806273/,Господин Иллюминатор (2013),Mr Hublot,24.03.2014,6
273302,https://www.kinopoisk.ru/film/273302/,Мгла (2007),The Mist,17.03.2014,7
468466,https://www.kinopoisk.ru/film/468466/,Гравитация (2013),Gravity,09.03.2014,5
416183,https://www.kinopoisk.ru/film/416183/,РобоКоп (2014),RoboCop,24.02.2014,5
586397,https://www.kinopoisk.ru/film/586397/,Джанго освобожденный (2012),Django Unchained,15.02.2014,8
462682,https://www.kinopoisk.ru/film/462682/,Волк с Уолл-стрит (2013),The Wolf of Wall Street,12.02.2014,6
489439,https://www.kinopoisk.ru/film/489439/,Возвращение героя (2013),The Last Stand,08.02.2014,5
40775,https://www.kinopoisk.ru/film/40775/,Турецкий гамбит (2005), ,05.02.2014,6
675649,https://www.kinopoisk.ru/film/675649/,Штурм Белого дома (2013),White House Down,02.02.2014,5
462454,https://www.kinopoisk.ru/film/462454/,Призрачный патруль (2013),R.I.P.D.,23.01.2014,4
652659,https://www.kinopoisk.ru/film/652659/,Ёлки 3 (2013), ,23.01.2014,8
662596,https://www.kinopoisk.ru/film/662596/,Бойфренд из будущего (2013),About Time,06.01.2014,10
596227,https://www.kinopoisk.ru/film/596227/,Кровью и потом: Анаболики (2013),Pain & Gain,02.01.2014,9
600847,https://www.kinopoisk.ru/film/600847/,Мальчишник: Часть III (2013),The Hangover Part III,01.01.2014,5
577285,https://www.kinopoisk.ru/film/577285/,После нашей эры (2013),After Earth,01.01.2014,6
252667,https://www.kinopoisk.ru/film/252667/,Человек из стали (2013),Man of Steel,15.12.2013,5
745274,https://www.kinopoisk.ru/film/745274/,Остров везения (2013), ,14.12.2013,4
653696,https://www.kinopoisk.ru/film/653696/,Географ глобус пропил (2013), ,26.11.2013,8
77435,https://www.kinopoisk.ru/film/77435/,Скафандр и бабочка (2007),Le scaphandre et le papillon,23.11.2013,8
463724,https://www.kinopoisk.ru/film/463724/,Великий Гэтсби (2013),The Great Gatsby,04.11.2013,10
282491,https://www.kinopoisk.ru/film/282491/,Подтверждение (2007),Validation,11.10.2013,8
432725,https://www.kinopoisk.ru/film/432725/,Муви 43 (2013),Movie 43,30.09.2013,5
677798,https://www.kinopoisk.ru/film/677798/,Джобс: Империя соблазна (2013),Jobs,29.09.2013,5
582170,https://www.kinopoisk.ru/film/582170/,Мы – Миллеры (2013),We're the Millers,17.09.2013,8
636356,https://www.kinopoisk.ru/film/636356/,На Байкал (2011), ,20.08.2013,7
679550,https://www.kinopoisk.ru/film/679550/,Дублёр (2012), ,18.08.2013,5
542600,https://www.kinopoisk.ru/film/542600/,Соблазнитель (2010),Kokowääh,11.08.2013,7
651645,https://www.kinopoisk.ru/series/651645/,"Люди Хэ (сериал, 2011 – 2013)", ,07.08.2013,8
427542,https://www.kinopoisk.ru/film/427542/,Инопланетное вторжение: Битва за Лос-Анджелес (2011),Battle: Los Angeles,07.08.2013,7
280176,https://www.kinopoisk.ru/film/280176/,"День, когда Земля остановилась (2008)",The Day the Earth Stood Still,31.07.2013,3
462938,https://www.kinopoisk.ru/film/462938/,Мой парень – псих (2012),Silver Linings Playbook,12.07.2013,6
417583,https://www.kinopoisk.ru/film/417583/,Джек Ричер (2012),Jack Reacher,11.07.2013,8
521689,https://www.kinopoisk.ru/film/521689/,Метро (2012), ,10.07.2013,7
577673,https://www.kinopoisk.ru/film/577673/,Место под соснами (2012),The Place Beyond the Pines,06.07.2013,9
489415,https://www.kinopoisk.ru/film/489415/,Срочная доставка (2012),Premium Rush,02.07.2013,5
522892,https://www.kinopoisk.ru/film/522892/,Иллюзия обмана (2013),Now You See Me,01.07.2013,9
559242,https://www.kinopoisk.ru/film/559242/,Хроника (2012),Chronicle,25.06.2013,8
506005,https://www.kinopoisk.ru/film/506005/,Оз: Великий и Ужасный (2013),Oz the Great and Powerful,21.06.2013,5
766592,https://www.kinopoisk.ru/film/766592/,Человек-улыбка (2013),The Smile Man,21.06.2013,7
37547,https://www.kinopoisk.ru/film/37547/,Наркоз (2007),Awake,04.05.2013,9
277537,https://www.kinopoisk.ru/series/277537/,"Декстер (сериал, 2006 – 2013)",Dexter,04.05.2013,9
462762,https://www.kinopoisk.ru/film/462762/,Железный человек 3 (2013),Iron Man Three,03.05.2013,6
77444,https://www.kinopoisk.ru/film/77444/,Хулиганы (2005),Hooligans,03.05.2013,10
523248,https://www.kinopoisk.ru/film/523248/,Хорошо быть тихоней (2012),The Perks of Being a Wallflower,24.03.2013,9
406148,https://www.kinopoisk.ru/series/406148/,"Тетрадь смерти (сериал, 2006 – 2007)",Desu noto,06.03.2013,6
395787,https://www.kinopoisk.ru/film/395787/,Семь жизней (2008),Seven Pounds,22.02.2013,10
5129,https://www.kinopoisk.ru/film/5129/,Американский пирог (1999),American Pie,10.02.2013,7
196748,https://www.kinopoisk.ru/film/196748/,Лузеры (2010),The Losers,09.02.2013,7
870,https://www.kinopoisk.ru/film/870/,Ванильное небо (2001),Vanilla Sky,07.02.2013,9
497077,https://www.kinopoisk.ru/film/497077/,Тепло наших тел (2013),Warm Bodies,07.02.2013,9
687595,https://www.kinopoisk.ru/series/687595/,"Кухня (сериал, 2012 – 2016)", ,05.02.2013,7
542581,https://www.kinopoisk.ru/film/542581/,Неадекватные люди (2010), ,28.01.2013,7
413080,https://www.kinopoisk.ru/film/413080/,Мачо и ботан (2012),21 Jump Street,26.01.2013,7
86573,https://www.kinopoisk.ru/film/86573/,Невидимый (2007),The Invisible,08.01.2013,3
276295,https://www.kinopoisk.ru/film/276295/,Залечь на дно в Брюгге (2007),In Bruges,06.01.2013,10
261363,https://www.kinopoisk.ru/film/261363/,SuperПерцы (2007),Superbad,06.01.2013,6
706,https://www.kinopoisk.ru/film/706/,Я – Сэм (2001),I Am Sam,05.01.2013,8
437410,https://www.kinopoisk.ru/film/437410/,Темный рыцарь: Возрождение легенды (2012),The Dark Knight Rises,04.01.2013,10
81584,https://www.kinopoisk.ru/film/81584/,Босиком по мостовой (2005),Barfuss,03.01.2013,9
466844,https://www.kinopoisk.ru/film/466844/,Морской бой (2012),Battleship,01.01.2013,4
419875,https://www.kinopoisk.ru/film/419875/,Разменная монета: Второе издание (2005),Loose Change: Second Edition,01.01.2013,9
394455,https://www.kinopoisk.ru/film/394455/,Бой без правил (2009),Fighting,30.12.2012,3
61439,https://www.kinopoisk.ru/film/61439/,Знакомство с Факерами (2004),Meet the Fockers,27.12.2012,6
462884,https://www.kinopoisk.ru/film/462884/,Папа-досвидос (2012),That's My Boy,23.12.2012,3
453374,https://www.kinopoisk.ru/film/453374/,Вспомнить всё (2012),Total Recall,16.12.2012,5
530,https://www.kinopoisk.ru/film/530/,Игры разума (2001),A Beautiful Mind,14.12.2012,10
259876,https://www.kinopoisk.ru/film/259876/,Особо опасен (2008),Wanted,13.12.2012,7
471587,https://www.kinopoisk.ru/film/471587/,Хочу как ты (2011),The Change-Up,02.12.2012,6
324,https://www.kinopoisk.ru/film/324/,"Поймай меня, если сможешь (2002)",Catch Me If You Can,02.12.2012,9
451190,https://www.kinopoisk.ru/film/451190/,Олимпиус Инферно (2009), ,24.11.2012,6
692309,https://www.kinopoisk.ru/film/692309/,Halo 4: Идущий к рассвету (2012),Halo 4: Forward Unto Dawn,23.11.2012,7
271748,https://www.kinopoisk.ru/series/271748/,"Герои (сериал, 2006 – 2010)",Heroes,23.11.2012,8
464282,https://www.kinopoisk.ru/film/464282/,Впритык (2010),Due Date,23.11.2012,7
311268,https://www.kinopoisk.ru/film/311268/,Никогда не сдавайся (2008),Never Back Down,21.11.2012,8
409372,https://www.kinopoisk.ru/film/409372/,500 дней лета (2009),(500) Days of Summer,15.11.2012,9
390738,https://www.kinopoisk.ru/film/390738/,Прости за любовь (2008),Scusa ma ti chiamo amore,13.11.2012,6
416824,https://www.kinopoisk.ru/film/416824/,Рок-волна (2009),The Boat That Rocked,11.11.2012,7
493992,https://www.kinopoisk.ru/film/493992/,Эта дурацкая любовь (2011),"Crazy, Stupid, Love.",09.11.2012,8
464484,https://www.kinopoisk.ru/film/464484/,Облачный атлас (2012),Cloud Atlas,05.11.2012,10
467099,https://www.kinopoisk.ru/film/467099/,Прометей (2012),Prometheus,04.11.2012,8
655800,https://www.kinopoisk.ru/series/655800/,"Черное зеркало (сериал, 2011 – 2019)",Black Mirror,04.11.2012,9
455773,https://www.kinopoisk.ru/film/455773/,Люди в черном 3 (2012),Men in Black 3,30.10.2012,9
408871,https://www.kinopoisk.ru/film/408871/,007: Координаты «Скайфолл» (2012),Skyfall,28.10.2012,7
278217,https://www.kinopoisk.ru/film/278217/,Новый Человек-паук (2012),The Amazing Spider-Man,24.10.2012,8
374718,https://www.kinopoisk.ru/film/374718/,Монстро (2007),Cloverfield,06.09.2012,8
507817,https://www.kinopoisk.ru/film/507817/,Третий лишний (2012),Ted,08.08.2012,7
603616,https://www.kinopoisk.ru/film/603616/,Три метра над уровнем неба: Я тебя хочу (2012),Tengo ganas de ti,08.08.2012,6
5090,https://www.kinopoisk.ru/film/5090/,Евротур (2004),EuroTrip,10.07.2012,9
398624,https://www.kinopoisk.ru/film/398624/,Секс-драйв (2008),Sex Drive,10.07.2012,7
523362,https://www.kinopoisk.ru/film/523362/,Три метра над уровнем неба (2010),Tres metros sobre el cielo,07.07.2012,9
89515,https://www.kinopoisk.ru/film/89515/,Гарри Поттер и Принц-полукровка (2009),Harry Potter and the Half-Blood Prince,06.07.2012,8
474953,https://www.kinopoisk.ru/film/474953/,Шерлок Холмс: Игра теней (2011),Sherlock Holmes: A Game of Shadows,06.07.2012,6
507440,https://www.kinopoisk.ru/film/507440/,Проект X: Дорвались (2012),Project X,03.07.2012,9
535341,https://www.kinopoisk.ru/film/535341/,1+1 (2011),Intouchables,26.06.2012,10
463577,https://www.kinopoisk.ru/film/463577/,Пингвины мистера Поппера (2011),Mr. Popper's Penguins,15.05.2012,7
367,https://www.kinopoisk.ru/film/367/,Реквием по мечте (2000),Requiem for a Dream,08.05.2012,8
263531,https://www.kinopoisk.ru/film/263531/,Мстители (2012),The Avengers,08.05.2012,9
507169,https://www.kinopoisk.ru/film/507169/,Туман (2010), ,06.05.2012,8
402550,https://www.kinopoisk.ru/film/402550/,"Я люблю тебя, Филлип Моррис (2008)",I Love You Phillip Morris,05.05.2012,9
406175,https://www.kinopoisk.ru/film/406175/,Иван Царевич и Серый Волк (2011), ,03.05.2012,8
257774,https://www.kinopoisk.ru/film/257774/,Обитаемый остров (2008), ,11.04.2012,5
462548,https://www.kinopoisk.ru/film/462548/,"Шпион, выйди вон! (2011)",Tinker Tailor Soldier Spy,11.04.2012,8
565158,https://www.kinopoisk.ru/film/565158/,Август. Восьмого (2012), ,07.04.2012,4
491724,https://www.kinopoisk.ru/film/491724/,Девушка с татуировкой дракона (2011),The Girl with the Dragon Tattoo,31.03.2012,10
9544,https://www.kinopoisk.ru/film/9544/,Крепкий орешек 4.0 (2007),Live Free or Die Hard,13.02.2012,8
195615,https://www.kinopoisk.ru/film/195615/,Механик (2010),The Mechanic,10.02.2012,7
428134,https://www.kinopoisk.ru/film/428134/,Звуки шума (2010),Sound of Noise,05.02.2012,8
501293,https://www.kinopoisk.ru/film/501293/,Погоня (2011),Abduction,30.01.2012,6
460523,https://www.kinopoisk.ru/film/460523/,Хищники (2010),Predators,30.01.2012,7
355,https://www.kinopoisk.ru/film/355/,Пианист (2002),The Pianist,30.01.2012,10
573817,https://www.kinopoisk.ru/film/573817/,Ёлки 2 (2011), ,28.01.2012,10
102611,https://www.kinopoisk.ru/film/102611/,10 000 лет до н.э. (2008),"10,000 BC",27.01.2012,6
88198,https://www.kinopoisk.ru/film/88198/,Живая сталь (2011),Real Steel,25.01.2012,8
507676,https://www.kinopoisk.ru/film/507676/,Агент Джонни Инглиш: Перезагрузка (2011),Johnny English Reborn,24.01.2012,9
278208,https://www.kinopoisk.ru/film/278208/,Солдаты неудачи (2008),Tropic Thunder,20.01.2012,10
14339,https://www.kinopoisk.ru/film/14339/,Такси 3 (2003),Taxi 3,18.01.2012,7
854,https://www.kinopoisk.ru/film/854/,Такси 2 (2000),Taxi 2,15.01.2012,6
14349,https://www.kinopoisk.ru/film/14349/,Такси (1998),Taxi,14.01.2012,8
506349,https://www.kinopoisk.ru/film/506349/,Пункт назначения 5 (2011),Final Destination 5,09.01.2012,7
455188,https://www.kinopoisk.ru/film/455188/,Рыцарь дня (2010),Knight and Day,07.01.2012,9
522094,https://www.kinopoisk.ru/film/522094/,Вампирский засос (2010),Vampires Suck,05.01.2012,4
432791,https://www.kinopoisk.ru/film/432791/,"Человек, который изменил всё (2011)",Moneyball,05.01.2012,10
258054,https://www.kinopoisk.ru/series/258054/,"Американский папаша (сериал, 2005 – ...)",American Dad!,04.01.2012,4
161252,https://www.kinopoisk.ru/series/161252/,"Южный Парк (сериал, 1997 – ...)",South Park,04.01.2012,8
81961,https://www.kinopoisk.ru/film/81961/,Ковбои против пришельцев (2011),Cowboys & Aliens,03.01.2012,5
258759,https://www.kinopoisk.ru/film/258759/,Пастырь (2011),Priest,02.01.2012,7
81041,https://www.kinopoisk.ru/film/81041/,Алеша Попович и Тугарин Змей (2004), ,01.01.2012,9
517433,https://www.kinopoisk.ru/film/517433/,Супер 8 (2011),Super 8,25.12.2011,4
84674,https://www.kinopoisk.ru/film/84674/,9 рота (2005), ,24.12.2011,7
321845,https://www.kinopoisk.ru/film/321845/,Кандагар (2009), ,24.12.2011,8
407636,https://www.kinopoisk.ru/film/407636/,Гарри Поттер и Дары Смерти: Часть II (2011),Harry Potter and the Deathly Hallows: Part 2,23.12.2011,10
465673,https://www.kinopoisk.ru/film/465673/,Очень плохая училка (2011),Bad Teacher,18.12.2011,7
427198,https://www.kinopoisk.ru/film/427198/,Социальная сеть (2010),The Social Network,18.12.2011,10
470179,https://www.kinopoisk.ru/film/470179/,Красная Шапочка (2011),Red Riding Hood,18.12.2011,6
517988,https://www.kinopoisk.ru/film/517988/,Время (2011),In Time,18.12.2011,7
257401,https://www.kinopoisk.ru/film/257401/,Ангелы и Демоны (2009),Angels & Demons,17.12.2011,9
420923,https://www.kinopoisk.ru/film/420923/,Шерлок Холмс (2009),Sherlock Holmes,17.12.2011,9
77711,https://www.kinopoisk.ru/film/77711/,Код Да Винчи (2006),The Da Vinci Code,17.12.2011,8
160946,https://www.kinopoisk.ru/film/160946/,Первый мститель (2011),Captain America: The First Avenger,15.12.2011,5
