imdb,kp_poster_url,year,kp_id,type,genres,countries
tt13666772,https://st.kp.yandex.net/images/film_big/1189859.jpg,2020,1189859,movie,"[{'name': 'драма'}, {'name': 'комедия'}]",[{'name': 'Россия'}]
tt0892318,https://st.kp.yandex.net/images/film_big/461799.jpg,2010,461799,movie,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'комедия'}, {'name': 'приключения'}]",[{'name': 'США'}]
tt3488710,https://st.kp.yandex.net/images/film_big/829368.jpg,2015,829368,movie,"[{'name': 'биография'}, {'name': 'драма'}, {'name': 'триллер'}]",[{'name': 'США'}]
tt3513548,https://st.kp.yandex.net/images/film_big/826373.jpg,2019,826373,movie,"[{'name': 'драма'}, {'name': 'биография'}]",[{'name': 'США'}]
tt0408790,https://st.kp.yandex.net/images/film_big/81873.jpg,2005,81873,movie,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'детектив'}]",[{'name': 'США'}]
tt4729430,https://st.kp.yandex.net/images/film_big/957887.jpg,2019,957887,cartoon,"[{'name': 'мультфильм'}, {'name': 'семейный'}, {'name': 'комедия'}, {'name': 'приключения'}]","[{'name': 'Испания'}, {'name': 'Великобритания'}, {'name': 'США'}]"
tt0119116,https://st.kp.yandex.net/images/film_big/2656.jpg,1997,2656,movie,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'комедия'}, {'name': 'мелодрама'}]","[{'name': 'Франция'}, {'name': 'Великобритания'}]"
tt13144490,https://st.kp.yandex.net/images/film_big/1395366.jpg,2020,1395366,tv-series,"[{'name': 'триллер'}, {'name': 'боевик'}, {'name': 'драма'}]",[{'name': 'Россия'}]
tt11455654,https://st.kp.yandex.net/images/film_big/1108690.jpg,2020,1108690,tv-series,"[{'name': 'детектив'}, {'name': 'триллер'}, {'name': 'драма'}, {'name': 'военный'}, {'name': 'история'}]",[{'name': 'Россия'}]
tt11439556,https://st.kp.yandex.net/images/film_big/1199625.jpg,2020,1199625,movie,[{'name': 'комедия'}],[{'name': 'Россия'}]
tt4912910,https://st.kp.yandex.net/images/film_big/926540.jpg,2018,926540,movie,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'приключения'}]","[{'name': 'США'}, {'name': 'Китай'}, {'name': 'Франция'}, {'name': 'Норвегия'}, {'name': 'Великобритания'}]"
tt1051906,https://st.kp.yandex.net/images/film_big/420454.jpg,2020,420454,movie,"[{'name': 'фантастика'}, {'name': 'триллер'}, {'name': 'детектив'}]","[{'name': 'США'}, {'name': 'Канада'}, {'name': 'Австралия'}]"
tt2381249,https://st.kp.yandex.net/images/film_big/678549.jpg,2015,678549,movie,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'приключения'}]","[{'name': 'США'}, {'name': 'Китай'}]"
tt3487382,https://st.kp.yandex.net/images/film_big/823594.jpg,2014,823594,tv-series,"[{'name': 'фантастика'}, {'name': 'фэнтези'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'детектив'}]",[{'name': 'США'}]
tt2704998,https://st.kp.yandex.net/images/film_big/737859.jpg,2018,737859,movie,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'комедия'}, {'name': 'криминал'}, {'name': 'приключения'}]",[{'name': 'США'}]
tt9814116,https://st.kp.yandex.net/images/film_big/1263485.jpg,2020,1263485,tv-series,"[{'name': 'фантастика'}, {'name': 'триллер'}, {'name': 'драма'}]",[{'name': 'США'}]
tt1229238,https://st.kp.yandex.net/images/film_big/472362.jpg,2011,472362,movie,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'приключения'}]",[{'name': 'США'}]
tt0317919,https://st.kp.yandex.net/images/film_big/9552.jpg,2006,9552,movie,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'приключения'}]","[{'name': 'США'}, {'name': 'Германия'}, {'name': 'Китай'}, {'name': 'Италия'}]"
tt12058242,https://st.kp.yandex.net/images/film_big/1167867.jpg,2020,1167867,movie,"[{'name': 'биография'}, {'name': 'спорт'}, {'name': 'драма'}]",[{'name': 'Россия'}]
tt4005402,https://st.kp.yandex.net/images/film_big/842913.jpg,2015,842913,movie,"[{'name': 'драма'}, {'name': 'биография'}, {'name': 'история'}]","[{'name': 'Германия'}, {'name': 'Франция'}, {'name': 'Люксембург'}, {'name': 'Великобритания'}, {'name': 'США'}]"
tt1924429,https://st.kp.yandex.net/images/film_big/586399.jpg,2013,586399,movie,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'детектив'}]","[{'name': 'Великобритания'}, {'name': 'Франция'}]"
tt1343727,https://st.kp.yandex.net/images/film_big/437678.jpg,2012,437678,movie,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'криминал'}]","[{'name': 'Великобритания'}, {'name': 'ЮАР'}, {'name': 'Индия'}]"
tt8880894,https://st.kp.yandex.net/images/film_big/1183824.jpg,2019,1183824,tv-series,"[{'name': 'комедия'}, {'name': 'фантастика'}]",[{'name': 'США'}]
tt3531824,https://st.kp.yandex.net/images/film_big/889091.jpg,2016,889091,movie,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'приключения'}]",[{'name': 'США'}]
tt0120755,https://st.kp.yandex.net/images/film_big/3447.jpg,2000,3447,movie,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'приключения'}]","[{'name': 'США'}, {'name': 'Германия'}]"
tt0117060,https://st.kp.yandex.net/images/film_big/3961.jpg,1996,3961,movie,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'приключения'}]",[{'name': 'США'}]
tt12516676,https://st.kp.yandex.net/images/film_big/1312007.jpg,2020,1312007,tv-series,"[{'name': 'драма'}, {'name': 'комедия'}, {'name': 'криминал'}]",[{'name': 'Россия'}]
tt1392214,https://st.kp.yandex.net/images/film_big/455194.jpg,2013,455194,movie,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'детектив'}]",[{'name': 'США'}]
tt8129794,https://st.kp.yandex.net/images/film_big/1121377.jpg,2018,1121377,movie,"[{'name': 'драма'}, {'name': 'комедия'}]",[{'name': 'Германия'}]
,https://st.kp.yandex.net/images/film_big/1291338.jpg,2018,1291338,mini-series,"[{'name': 'драма'}, {'name': 'комедия'}]",[{'name': 'Россия'}]
tt1298644,https://st.kp.yandex.net/images/film_big/428711.jpg,2019,428711,movie,"[{'name': 'комедия'}, {'name': 'криминал'}]",[{'name': 'США'}]
tt6499752,https://st.kp.yandex.net/images/film_big/1009784.jpg,2018,1009784,movie,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'триллер'}, {'name': 'детектив'}, {'name': 'криминал'}]","[{'name': 'Австралия'}, {'name': 'США'}]"
tt1881109,https://st.kp.yandex.net/images/film_big/591535.jpg,2019,591535,movie,"[{'name': 'драма'}, {'name': 'комедия'}, {'name': 'детектив'}]",[{'name': 'США'}]
tt2191701,https://st.kp.yandex.net/images/film_big/663191.jpg,2013,663191,movie,[{'name': 'комедия'}],[{'name': 'США'}]
tt1375670,https://st.kp.yandex.net/images/film_big/450345.jpg,2010,450345,movie,[{'name': 'комедия'}],[{'name': 'США'}]
tt3799694,https://st.kp.yandex.net/images/film_big/841152.jpg,2016,841152,movie,"[{'name': 'криминал'}, {'name': 'комедия'}, {'name': 'боевик'}]","[{'name': 'США'}, {'name': 'Великобритания'}]"
tt2096673,https://st.kp.yandex.net/images/film_big/645118.jpg,2015,645118,cartoon,"[{'name': 'мультфильм'}, {'name': 'семейный'}, {'name': 'комедия'}]",[{'name': 'США'}]
tt9059760,https://st.kp.yandex.net/images/film_big/1277987.jpg,2020,1277987,mini-series,"[{'name': 'драма'}, {'name': 'мелодрама'}]",[{'name': 'Ирландия'}]
tt5886046,https://st.kp.yandex.net/images/film_big/1065805.jpg,2019,1065805,movie,[{'name': 'триллер'}],"[{'name': 'США'}, {'name': 'ЮАР'}]"
tt11394200,https://st.kp.yandex.net/images/film_big/1338525.jpg,2020,1338525,movie,"[{'name': 'документальный'}, {'name': 'драма'}]","[{'name': 'США'}, {'name': 'Великобритания'}]"
tt1564367,https://st.kp.yandex.net/images/film_big/490323.jpg,2011,490323,movie,"[{'name': 'мелодрама'}, {'name': 'комедия'}]",[{'name': 'США'}]
tt0102685,https://st.kp.yandex.net/images/film_big/1990.jpg,1991,1990,movie,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'криминал'}]","[{'name': 'США'}, {'name': 'Япония'}]"
tt0780504,https://st.kp.yandex.net/images/film_big/276598.jpg,2011,276598,movie,"[{'name': 'криминал'}, {'name': 'драма'}, {'name': 'триллер'}]",[{'name': 'США'}]
tt8655574,https://st.kp.yandex.net/images/film_big/1236319.jpg,2019,1236319,movie,"[{'name': 'драма'}, {'name': 'комедия'}, {'name': 'семейный'}]","[{'name': 'Франция'}, {'name': 'Бельгия'}]"
tt5093026,https://st.kp.yandex.net/images/film_big/939411.jpg,2017,939411,movie,"[{'name': 'драма'}, {'name': 'криминал'}, {'name': 'приключения'}, {'name': 'биография'}]","[{'name': 'США'}, {'name': 'Чехия'}, {'name': 'Испания'}]"
tt1100089,https://st.kp.yandex.net/images/film_big/638053.jpg,2014,638053,movie,"[{'name': 'драма'}, {'name': 'спорт'}, {'name': 'история'}]",[{'name': 'США'}]
tt6105098,https://st.kp.yandex.net/images/film_big/1005878.jpg,2019,1005878,cartoon,"[{'name': 'мультфильм'}, {'name': 'мюзикл'}, {'name': 'драма'}, {'name': 'приключения'}, {'name': 'семейный'}]","[{'name': 'США'}, {'name': 'Великобритания'}]"
tt1536537,https://st.kp.yandex.net/images/film_big/484628.jpg,2017,484628,movie,"[{'name': 'фантастика'}, {'name': 'фэнтези'}, {'name': 'боевик'}, {'name': 'триллер'}, {'name': 'криминал'}, {'name': 'детектив'}]","[{'name': 'Великобритания'}, {'name': 'Франция'}, {'name': 'США'}, {'name': 'Бельгия'}]"
tt8688634,https://st.kp.yandex.net/images/film_big/1174226.jpg,2019,1174226,movie,"[{'name': 'боевик'}, {'name': 'криминал'}, {'name': 'триллер'}]","[{'name': 'Китай'}, {'name': 'США'}]"
tt4857264,https://st.kp.yandex.net/images/film_big/959365.jpg,2016,959365,movie,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'детектив'}]",[{'name': 'Испания'}]
tt1596363,https://st.kp.yandex.net/images/film_big/501333.jpg,2015,501333,movie,"[{'name': 'драма'}, {'name': 'комедия'}, {'name': 'биография'}, {'name': 'история'}]",[{'name': 'США'}]
tt6742252,https://st.kp.yandex.net/images/film_big/1070927.jpg,2017,1070927,movie,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}]",[{'name': 'Дания'}]
tt5716464,https://st.kp.yandex.net/images/film_big/980347.jpg,2017,980347,movie,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'биография'}]",[{'name': 'Великобритания'}]
tt8946378,https://st.kp.yandex.net/images/film_big/1188529.jpg,2019,1188529,movie,"[{'name': 'детектив'}, {'name': 'комедия'}, {'name': 'драма'}, {'name': 'криминал'}]",[{'name': 'США'}]
tt14333000,https://st.kp.yandex.net/images/film_big/1356380.jpg,2020,1356380,movie,"[{'name': 'документальный'}, {'name': 'комедия'}]",[{'name': 'Россия'}]
tt1560220,https://st.kp.yandex.net/images/film_big/489414.jpg,2019,489414,movie,"[{'name': 'ужасы'}, {'name': 'комедия'}, {'name': 'боевик'}]",[{'name': 'США'}]
tt8367814,https://st.kp.yandex.net/images/film_big/1143242.jpg,2019,1143242,movie,"[{'name': 'криминал'}, {'name': 'комедия'}, {'name': 'боевик'}]","[{'name': 'Великобритания'}, {'name': 'США'}]"
tt8228288,https://st.kp.yandex.net/images/film_big/1134778.jpg,2019,1134778,movie,"[{'name': 'фантастика'}, {'name': 'триллер'}, {'name': 'драма'}]",[{'name': 'Испания'}]
tt7131622,https://st.kp.yandex.net/images/film_big/1047883.jpg,2019,1047883,movie,"[{'name': 'драма'}, {'name': 'комедия'}]","[{'name': 'США'}, {'name': 'Великобритания'}, {'name': 'Китай'}]"
tt6324614,https://st.kp.yandex.net/images/film_big/905031.jpg,2018,905031,movie,"[{'name': 'военный'}, {'name': 'драма'}, {'name': 'история'}]",[{'name': 'Россия'}]
tt4951982,https://st.kp.yandex.net/images/film_big/929027.jpg,2018,929027,movie,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'история'}]","[{'name': 'Франция'}, {'name': 'Бельгия'}, {'name': 'Люксембург'}, {'name': 'Румыния'}, {'name': 'Канада'}, {'name': 'США'}]"
tt8579674,https://st.kp.yandex.net/images/film_big/1171976.jpg,2019,1171976,movie,"[{'name': 'военный'}, {'name': 'боевик'}, {'name': 'драма'}, {'name': 'история'}]","[{'name': 'США'}, {'name': 'Великобритания'}, {'name': 'Индия'}, {'name': 'Испания'}, {'name': 'Канада'}, {'name': 'Китай'}]"
tt7335184,https://st.kp.yandex.net/images/film_big/1115630.jpg,2018,1115630,tv-series,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'криминал'}]",[{'name': 'США'}]
tt7139936,https://st.kp.yandex.net/images/film_big/1047626.jpg,2019,1047626,movie,"[{'name': 'мелодрама'}, {'name': 'комедия'}]",[{'name': 'США'}]
,https://st.kp.yandex.net/images/film_big/1046033.jpg,2019,1046033,movie,"[{'name': 'драма'}, {'name': 'триллер'}]",[{'name': 'Россия'}]
tt1950235,https://st.kp.yandex.net/images/film_big/607031.jpg,2019,607031,movie,"[{'name': 'мелодрама'}, {'name': 'комедия'}]",[{'name': 'США'}]
tt7909970,https://st.kp.yandex.net/images/film_big/1169469.jpg,2019,1169469,mini-series,"[{'name': 'детектив'}, {'name': 'криминал'}, {'name': 'драма'}]",[{'name': 'США'}]
tt7349950,https://st.kp.yandex.net/images/film_big/686898.jpg,2019,686898,movie,"[{'name': 'ужасы'}, {'name': 'фэнтези'}, {'name': 'драма'}]","[{'name': 'США'}, {'name': 'Канада'}]"
tt7349662,https://st.kp.yandex.net/images/film_big/1093170.jpg,2018,1093170,movie,"[{'name': 'драма'}, {'name': 'комедия'}, {'name': 'криминал'}, {'name': 'биография'}]",[{'name': 'США'}]
tt9450542,https://st.kp.yandex.net/images/film_big/1162846.jpg,2019,1162846,movie,[{'name': 'комедия'}],[{'name': 'Россия'}]
tt3606756,https://st.kp.yandex.net/images/film_big/839650.jpg,2018,839650,cartoon,"[{'name': 'мультфильм'}, {'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'комедия'}, {'name': 'приключения'}, {'name': 'семейный'}]",[{'name': 'США'}]
tt1276104,https://st.kp.yandex.net/images/film_big/463354.jpg,2012,463354,movie,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'триллер'}, {'name': 'драма'}]",[{'name': 'США'}]
tt2692904,https://st.kp.yandex.net/images/film_big/736206.jpg,2013,736206,movie,[{'name': 'драма'}],"[{'name': 'Великобритания'}, {'name': 'США'}]"
tt7752126,https://st.kp.yandex.net/images/film_big/1199596.jpg,2019,1199596,movie,"[{'name': 'ужасы'}, {'name': 'фантастика'}, {'name': 'драма'}, {'name': 'детектив'}]",[{'name': 'США'}]
tt0181689,https://st.kp.yandex.net/images/film_big/496.jpg,2002,496,movie,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'триллер'}, {'name': 'криминал'}, {'name': 'детектив'}]",[{'name': 'США'}]
tt3532216,https://st.kp.yandex.net/images/film_big/837552.jpg,2017,837552,movie,"[{'name': 'боевик'}, {'name': 'драма'}, {'name': 'комедия'}, {'name': 'криминал'}]","[{'name': 'США'}, {'name': 'Япония'}, {'name': 'Колумбия'}]"
tt7286456,https://st.kp.yandex.net/images/film_big/1048334.jpg,2019,1048334,movie,"[{'name': 'драма'}, {'name': 'криминал'}, {'name': 'триллер'}]","[{'name': 'США'}, {'name': 'Канада'}]"
tt6139732,https://st.kp.yandex.net/images/film_big/1007049.jpg,2019,1007049,movie,"[{'name': 'мюзикл'}, {'name': 'фэнтези'}, {'name': 'мелодрама'}, {'name': 'комедия'}, {'name': 'приключения'}, {'name': 'семейный'}]","[{'name': 'США'}, {'name': 'Великобритания'}, {'name': 'Австралия'}]"
tt5966602,https://st.kp.yandex.net/images/film_big/993591.jpg,2018,993591,movie,"[{'name': 'криминал'}, {'name': 'драма'}, {'name': 'триллер'}]","[{'name': 'Россия'}, {'name': 'Франция'}, {'name': 'Армения'}]"
tt3864056,https://st.kp.yandex.net/images/film_big/922029.jpg,2019,922029,movie,[{'name': 'драма'}],[{'name': 'США'}]
tt6644200,https://st.kp.yandex.net/images/film_big/1044906.jpg,2018,1044906,movie,"[{'name': 'ужасы'}, {'name': 'фантастика'}, {'name': 'драма'}]",[{'name': 'США'}]
tt6966692,https://st.kp.yandex.net/images/film_big/1108577.jpg,2018,1108577,movie,"[{'name': 'биография'}, {'name': 'комедия'}, {'name': 'драма'}]","[{'name': 'США'}, {'name': 'Китай'}]"
tt0112442,https://st.kp.yandex.net/images/film_big/3908.jpg,1995,3908,movie,"[{'name': 'боевик'}, {'name': 'комедия'}, {'name': 'триллер'}, {'name': 'криминал'}]",[{'name': 'США'}]
tt4463894,https://st.kp.yandex.net/images/film_big/908691.jpg,2019,908691,movie,"[{'name': 'боевик'}, {'name': 'комедия'}, {'name': 'криминал'}]",[{'name': 'США'}]
tt0437086,https://st.kp.yandex.net/images/film_big/88173.jpg,2019,88173,movie,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}]","[{'name': 'США'}, {'name': 'Япония'}, {'name': 'Канада'}]"
tt6823368,https://st.kp.yandex.net/images/film_big/1044601.jpg,2019,1044601,movie,"[{'name': 'фантастика'}, {'name': 'триллер'}, {'name': 'драма'}]","[{'name': 'США'}, {'name': 'Китай'}]"
tt5304992,https://st.kp.yandex.net/images/film_big/976520.jpg,2018,976520,movie,"[{'name': 'мелодрама'}, {'name': 'комедия'}]",[{'name': 'США'}]
tt8613876,https://st.kp.yandex.net/images/film_big/1163897.jpg,2019,1163897,movie,"[{'name': 'триллер'}, {'name': 'криминал'}]",[{'name': 'Германия'}]
tt9419834,https://st.kp.yandex.net/images/film_big/1219425.jpg,2019,1219425,movie,[{'name': 'триллер'}],[{'name': 'США'}]
tt6751668,https://st.kp.yandex.net/images/film_big/1043758.jpg,2019,1043758,movie,"[{'name': 'драма'}, {'name': 'триллер'}, {'name': 'комедия'}]",[{'name': 'Корея Южная'}]
tt2884206,https://st.kp.yandex.net/images/film_big/761933.jpg,2014,761933,movie,"[{'name': 'фантастика'}, {'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'детектив'}]",[{'name': 'США'}]
tt7366338,https://st.kp.yandex.net/images/film_big/1227803.jpg,2019,1227803,mini-series,"[{'name': 'драма'}, {'name': 'история'}]","[{'name': 'США'}, {'name': 'Великобритания'}]"
tt8201170,https://st.kp.yandex.net/images/film_big/1154641.jpg,2019,1154641,movie,"[{'name': 'мелодрама'}, {'name': 'комедия'}]",[{'name': 'США'}]
tt1618434,https://st.kp.yandex.net/images/film_big/505995.jpg,2019,505995,movie,"[{'name': 'комедия'}, {'name': 'детектив'}]",[{'name': 'США'}]
tt4123430,https://st.kp.yandex.net/images/film_big/843479.jpg,2018,843479,movie,"[{'name': 'фэнтези'}, {'name': 'приключения'}, {'name': 'семейный'}]","[{'name': 'Великобритания'}, {'name': 'США'}]"
tt10400024,https://st.kp.yandex.net/images/film_big/1224066.jpg,2019,1224066,tv-series,"[{'name': 'драма'}, {'name': 'комедия'}]",[{'name': 'Россия'}]
tt0234215,https://st.kp.yandex.net/images/film_big/299.jpg,2003,299,movie,"[{'name': 'фантастика'}, {'name': 'боевик'}]",[{'name': 'США'}]
tt0133093,https://st.kp.yandex.net/images/film_big/301.jpg,1999,301,movie,"[{'name': 'фантастика'}, {'name': 'боевик'}]","[{'name': 'США'}, {'name': 'Австралия'}]"
tt7342838,https://st.kp.yandex.net/images/film_big/1009413.jpg,2018,1009413,movie,"[{'name': 'биография'}, {'name': 'музыка'}, {'name': 'драма'}]",[{'name': 'Россия'}]
tt2115354,https://st.kp.yandex.net/images/film_big/842408.jpg,2015,842408,tv-series,[{'name': 'драма'}],[{'name': 'Россия'}]
tt10147546,https://st.kp.yandex.net/images/film_big/1254103.jpg,2019,1254103,movie,"[{'name': 'документальный'}, {'name': 'музыка'}]",[{'name': 'США'}]
tt1270797,https://st.kp.yandex.net/images/film_big/463634.jpg,2018,463634,movie,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'триллер'}, {'name': 'ужасы'}]","[{'name': 'США'}, {'name': 'Китай'}]"
tt4003440,https://st.kp.yandex.net/images/film_big/942396.jpg,2018,942396,movie,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'ужасы'}]","[{'name': 'Дания'}, {'name': 'Франция'}, {'name': 'Швеция'}, {'name': 'Германия'}, {'name': 'Бельгия'}, {'name': 'Тунис'}]"
tt5613484,https://st.kp.yandex.net/images/film_big/1040690.jpg,2018,1040690,movie,"[{'name': 'драма'}, {'name': 'комедия'}]",[{'name': 'США'}]
tt9624470,https://st.kp.yandex.net/images/film_big/1142619.jpg,2018,1142619,movie,[{'name': 'комедия'}],[{'name': 'Россия'}]
tt4630562,https://st.kp.yandex.net/images/film_big/894027.jpg,2017,894027,movie,"[{'name': 'боевик'}, {'name': 'криминал'}, {'name': 'приключения'}]","[{'name': 'США'}, {'name': 'Китай'}, {'name': 'Япония'}]"
tt1727824,https://st.kp.yandex.net/images/film_big/568289.jpg,2018,568289,movie,"[{'name': 'биография'}, {'name': 'музыка'}, {'name': 'драма'}]","[{'name': 'Великобритания'}, {'name': 'США'}]"
tt2053463,https://st.kp.yandex.net/images/film_big/623744.jpg,2013,623744,movie,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'детектив'}]",[{'name': 'США'}]
tt1213641,https://st.kp.yandex.net/images/film_big/463803.jpg,2018,463803,movie,"[{'name': 'драма'}, {'name': 'биография'}, {'name': 'история'}]","[{'name': 'США'}, {'name': 'Япония'}]"
tt0365907,https://st.kp.yandex.net/images/film_big/596274.jpg,2014,596274,movie,"[{'name': 'детектив'}, {'name': 'триллер'}, {'name': 'криминал'}, {'name': 'драма'}]",[{'name': 'США'}]
tt0113101,https://st.kp.yandex.net/images/film_big/4250.jpg,1995,4250,movie,[{'name': 'комедия'}],[{'name': 'США'}]
tt9495224,https://st.kp.yandex.net/images/film_big/1224670.jpg,2018,1224670,movie,"[{'name': 'фантастика'}, {'name': 'фэнтези'}, {'name': 'триллер'}, {'name': 'драма'}, {'name': 'детектив'}]","[{'name': 'Великобритания'}, {'name': 'США'}]"
tt6628394,https://st.kp.yandex.net/images/film_big/1047143.jpg,2018,1047143,movie,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'детектив'}]",[{'name': 'США'}]
tt1517451,https://st.kp.yandex.net/images/film_big/474935.jpg,2018,474935,movie,"[{'name': 'мелодрама'}, {'name': 'музыка'}, {'name': 'драма'}]",[{'name': 'США'}]
tt6960712,https://st.kp.yandex.net/images/film_big/1074393.jpg,2017,1074393,movie,"[{'name': 'короткометражка'}, {'name': 'драма'}]","[{'name': 'Финляндия'}, {'name': 'Франция'}]"
tt13338880,https://st.kp.yandex.net/images/film_big/1176661.jpg,2017,1176661,movie,"[{'name': 'короткометражка'}, {'name': 'драма'}]",[{'name': 'Норвегия'}]
tt8287236,https://st.kp.yandex.net/images/film_big/1119439.jpg,2018,1119439,movie,"[{'name': 'короткометражка'}, {'name': 'драма'}]",[{'name': 'Финляндия'}]
,https://st.kp.yandex.net/images/film_big/1147293.jpg,2017,1147293,movie,"[{'name': 'короткометражка'}, {'name': 'драма'}, {'name': 'комедия'}]",[{'name': 'Швеция'}]
tt7896692,https://st.kp.yandex.net/images/film_big/1124657.jpg,2018,1124657,movie,"[{'name': 'документальный'}, {'name': 'короткометражка'}, {'name': 'драма'}, {'name': 'музыка'}]",[{'name': 'Швеция'}]
tt7507644,https://st.kp.yandex.net/images/film_big/1104535.jpg,2018,1104535,movie,[{'name': 'короткометражка'}],[{'name': 'Швеция'}]
tt3949660,https://st.kp.yandex.net/images/film_big/841518.jpg,2016,841518,movie,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'комедия'}, {'name': 'криминал'}, {'name': 'приключения'}]","[{'name': 'США'}, {'name': 'Гонконг'}, {'name': 'Китай'}, {'name': 'Канада'}, {'name': 'Дания'}, {'name': 'Германия'}, {'name': 'Великобритания'}]"
tt4034354,https://st.kp.yandex.net/images/film_big/918087.jpg,2016,918087,movie,"[{'name': 'фэнтези'}, {'name': 'драма'}, {'name': 'комедия'}, {'name': 'приключения'}]",[{'name': 'США'}]
tt6673840,https://st.kp.yandex.net/images/film_big/885316.jpg,2017,885316,movie,"[{'name': 'приключения'}, {'name': 'триллер'}, {'name': 'биография'}, {'name': 'история'}]",[{'name': 'Россия'}]
tt7632930,https://st.kp.yandex.net/images/film_big/981230.jpg,2018,981230,movie,"[{'name': 'драма'}, {'name': 'спорт'}]",[{'name': 'Россия'}]
tt7394636,https://st.kp.yandex.net/images/film_big/1045777.jpg,2018,1045777,movie,[{'name': 'драма'}],[{'name': 'Россия'}]
tt8462858,https://st.kp.yandex.net/images/film_big/1049775.jpg,2018,1049775,movie,[{'name': 'драма'}],"[{'name': 'Россия'}, {'name': 'Литва'}, {'name': 'Ирландия'}, {'name': 'Франция'}]"
tt1931533,https://st.kp.yandex.net/images/film_big/586584.jpg,2012,586584,movie,"[{'name': 'комедия'}, {'name': 'криминал'}]","[{'name': 'Великобритания'}, {'name': 'США'}]"
tt5657846,https://st.kp.yandex.net/images/film_big/975249.jpg,2017,975249,movie,[{'name': 'комедия'}],[{'name': 'США'}]
tt1528854,https://st.kp.yandex.net/images/film_big/484428.jpg,2015,484428,movie,"[{'name': 'комедия'}, {'name': 'семейный'}]",[{'name': 'США'}]
tt5027774,https://st.kp.yandex.net/images/film_big/944098.jpg,2017,944098,movie,"[{'name': 'драма'}, {'name': 'криминал'}]","[{'name': 'Великобритания'}, {'name': 'США'}]"
tt6823698,https://st.kp.yandex.net/images/film_big/981105.jpg,2017,981105,movie,[{'name': 'комедия'}],[{'name': 'Россия'}]
tt7668870,https://st.kp.yandex.net/images/film_big/970196.jpg,2018,970196,movie,"[{'name': 'детектив'}, {'name': 'триллер'}, {'name': 'драма'}]","[{'name': 'США'}, {'name': 'Россия'}]"
tt7863198,https://st.kp.yandex.net/images/film_big/842037.jpg,2018,842037,movie,[{'name': 'комедия'}],[{'name': 'Россия'}]
tt1837492,https://st.kp.yandex.net/images/film_big/582358.jpg,2017,582358,tv-series,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'детектив'}]",[{'name': 'США'}]
tt6270596,https://st.kp.yandex.net/images/film_big/893681.jpg,2018,893681,movie,[{'name': 'фантастика'}],[{'name': 'Россия'}]
tt5726616,https://st.kp.yandex.net/images/film_big/979148.jpg,2017,979148,movie,"[{'name': 'драма'}, {'name': 'мелодрама'}]","[{'name': 'Италия'}, {'name': 'Франция'}, {'name': 'США'}, {'name': 'Бразилия'}]"
tt1645170,https://st.kp.yandex.net/images/film_big/518040.jpg,2012,518040,movie,[{'name': 'комедия'}],[{'name': 'США'}]
tt4925292,https://st.kp.yandex.net/images/film_big/958293.jpg,2017,958293,movie,"[{'name': 'драма'}, {'name': 'комедия'}]",[{'name': 'США'}]
tt6952604,https://st.kp.yandex.net/images/film_big/992605.jpg,2017,992605,movie,"[{'name': 'мелодрама'}, {'name': 'драма'}]",[{'name': 'Россия'}]
